Date,Open,High,Low,Close,Adj Close,Volume,close-open,increase yes or no,50day moving average,50 moving day average,100 day moving average,100 day moving average beat,AMD News,Quarterly earnings
2020-04-14,52.240002,55.139999,52.110001,54.93,54.93,85306800,2.689998,yes,47.64700014,No,46.22510005,No,Yes,No
2020-04-15,53.73,55.57,53.41,54.990002,54.990002,83814000,1.260002,yes,47.78640018,No,46.36210006,No,Yes,No
2020-04-16,55.959999,58.080002,55.630001,56.950001,56.950001,103106500,0.990002,yes,47.93640018,No,46.52180007,No,No,No
2020-04-17,57.349998,57.759998,55.549999,56.599998,56.599998,76908800,-0.75,no,48.07160014,No,46.69260005,No,Yes,No
2020-04-20,55.98,58.630001,55.849998,56.970001,56.970001,72367300,0.990001,yes,48.22460016,No,46.87080004,No,No,No
2020-04-21,56.900002,57.73,51.41,52.919998,52.919998,123906400,-3.980004,no,48.28840012,No,47.00210001,No,Yes,No
2020-04-22,54.91,56.150002,54.34,55.919998,55.919998,63164100,1.009998,yes,48.36160012,No,47.17139997,No,No,No
2020-04-23,56.650002,57.290001,55.639999,55.900002,55.900002,69662700,-0.75,no,48.40360018,No,47.33629999,No,No,No
2020-04-24,55.099998,56.779999,54.419998,56.18,56.18,72854800,1.080002,yes,48.4494002,No,47.50659997,No,No,No
2020-04-27,57.439999,58,56.25,56.490002,56.490002,62568100,-0.949997,no,48.48860026,No,47.68419999,No,No,No
2020-04-28,57.16,57.349998,55.299999,55.509998,55.509998,80501800,-1.650002,no,48.4926002,No,47.85029995,No,Yes,Yes
2020-04-29,54.529999,54.860001,52.740002,53.66,53.66,110800900,-0.869999,no,48.42800022,No,47.98999996,No,Yes,No
2020-04-30,53.43,54.290001,52.029999,52.389999,52.389999,65543900,-1.040001,no,48.29780016,No,48.11769996,No,Yes,No
2020-05-01,51.07,51.950001,49.09,49.880001,49.880001,69562700,-1.189999,no,48.15000018,No,48.22019996,No,No,No
2020-05-04,49.82,52.610001,49.73,52.560001,52.560001,62590600,2.740001,yes,48.13560022,No,48.35649997,No,No,No
2020-05-05,53.43,53.509998,51.290001,52.189999,52.189999,56560500,-1.240001,no,48.19700022,No,48.48399997,No,No,No
2020-05-06,52.419998,53.310001,51.880001,52.16,52.16,48138100,-0.259998,no,48.28880022,No,48.61089996,No,No,No
2020-05-07,52.93,52.970001,51.619999,51.950001,51.950001,48956600,-0.979999,no,48.3780002,No,48.70449997,No,Yes,No
2020-05-08,52.150002,53.27,51.810001,53.189999,53.189999,40774200,1.039997,yes,48.56160022,No,48.82489994,No,No,No
2020-05-11,52.900002,55.889999,52.75,55.740002,55.740002,68746400,2.84,yes,48.76680026,No,48.95879998,No,No,No
2020-05-12,56.209999,56.580002,53.75,53.759998,53.759998,55631100,-2.450001,no,48.89280024,No,49.06869996,No,No,No
2020-05-13,54.040001,55.220001,51.299999,52.18,52.18,76824700,-1.860001,no,49.00140024,No,49.16749997,No,Yes,No
2020-05-14,52.099998,54.540001,51.610001,54.509998,54.509998,73814000,2.41,yes,49.08940018,No,49.28429993,No,No,No
2020-05-15,53.32,54.439999,52.860001,54.200001,54.200001,66950900,0.880001,yes,49.21120018,No,49.38479992,No,No,No
2020-05-18,54.98,55.25,54.240002,54.59,54.59,48679100,-0.39,no,49.33120018,No,49.47609993,No,No,No
2020-05-19,54.389999,56.73,54.360001,55.470001,55.470001,60388500,1.080002,yes,49.5752002,No,49.56539993,No,No,No
2020-05-20,56.549999,56.98,55.630001,56.389999,56.389999,50888200,-0.16,no,49.79540016,No,49.66299991,No,No,No
2020-05-21,56.68,56.720001,54.610001,54.650002,54.650002,48496100,-2.029998,no,49.97440018,No,49.74769993,No,No,No
2020-05-22,54.77,55.369999,53.779999,55.169998,55.169998,43524100,0.399998,yes,50.29760018,No,49.84419991,No,No,No
2020-05-26,56.009998,56.080002,53.02,53.189999,53.189999,51618900,-2.819999,no,50.48340012,No,49.91749989,No,Yes,No
2020-05-27,53.27,53.279999,49.09,52.740002,52.740002,102414500,-0.529998,no,50.76400018,No,49.95389993,No,No,No
2020-05-28,52.25,53.540001,51.25,51.740002,51.740002,53670200,-0.509998,no,50.9612002,No,49.98529997,No,Yes,No
2020-05-29,52.07,53.799999,51.849998,53.799999,53.799999,64948300,1.729999,yes,51.2548002,No,50.03939997,No,No,No
2020-06-01,53.310001,54.110001,52.889999,53.630001,53.630001,36864400,0.32,yes,51.53100022,No,50.09319998,No,Yes,No
2020-06-02,53.450001,53.57,52.009998,53.540001,53.540001,42855200,0.09,yes,51.80960022,No,50.15029997,No,No,No
2020-06-03,53.599998,53.650002,52.330002,52.73,52.73,46765300,-0.869998,no,52.03140024,No,50.18789996,No,No,No
2020-06-04,52.59,53.740002,52.200001,52.630001,52.630001,44869100,0.040001,yes,52.15960024,No,50.23249999,No,Yes,No
2020-06-05,52.990002,53.57,52.080002,53.099998,53.099998,53825300,0.109996,yes,52.32900018,No,50.27599997,No,No,No
2020-06-08,53.299999,53.349998,52.259998,52.970001,52.970001,39681700,-0.329998,no,52.4384002,No,50.32359999,No,Yes,No
2020-06-09,52.950001,56.459999,52.720001,56.389999,56.389999,79919100,3.439998,yes,52.63460014,No,50.40199999,No,No,No
2020-06-10,57.200001,59,57.029999,57.439999,57.439999,78719400,0.239998,yes,52.8262001,No,50.47869998,No,No,No
2020-06-11,55.939999,56.68,52.799999,52.830002,52.830002,78715400,-3.109997,no,52.97320014,Yes,50.4977,No,No,No
2020-06-12,55.009998,55.599998,52.110001,53.5,53.5,71096500,-1.509998,no,53.17000014,No,50.52220001,No,No,No
2020-06-15,52.580002,54.73,52.41,54.68,54.68,56740700,2.099998,yes,53.3738001,No,50.55470001,No,Yes,No
2020-06-16,55.720001,56.07,53.59,54.459999,54.459999,50949700,-1.260002,no,53.61120008,No,50.58220001,No,Yes,No
2020-06-17,54.790001,55.82,54.299999,54.549999,54.549999,45008100,-0.240002,no,53.75180006,No,50.62420002,No,No,No
2020-06-18,54.619999,55.119999,53.650002,54.040001,54.040001,40354700,-0.579998,no,53.88140006,No,50.67200005,No,No,No
2020-06-19,54.41,55.459999,53.82,54.23,54.23,52801500,-0.18,no,53.99020004,No,50.70900006,No,No,No
2020-06-22,54.669998,55.169998,53.740002,54.759998,54.759998,44704800,0.09,yes,54.11779998,No,50.78150006,No,Yes,No
2020-06-23,55.049999,55.369999,53.869999,53.990002,53.990002,48089000,-1.059997,no,54.17880004,Yes,50.83360009,No,No,No
2020-06-24,53.939999,54.740002,51.919998,52.389999,52.389999,53535500,-1.55,no,54.12800002,Yes,50.88750008,No,No,No
2020-06-25,52.560001,52.700001,50.540001,51.93,51.93,51129600,-0.630001,no,54.06679998,Yes,50.92660008,No,Yes,No
2020-06-26,51.849998,51.950001,49.450001,50.099998,50.099998,65485700,-1.75,no,53.92979992,Yes,50.93310005,No,No,No
2020-06-29,50.150002,50.279999,48.419998,50.279999,50.279999,49905800,0.129997,yes,53.80339994,Yes,50.93750004,No,No,No
2020-06-30,51.16,52.77,50.82,52.610001,52.610001,42275700,1.450001,yes,53.71619994,Yes,50.97040005,No,No,No
2020-07-01,52.630001,52.869999,51.599998,52.580002,52.580002,32370900,-0.049999,no,53.70940002,Yes,50.99890007,No,No,No
2020-07-02,53.029999,53.189999,52.049999,52.34,52.34,29081400,-0.689999,no,53.63780006,Yes,50.99970009,No,No,No
2020-07-06,52.900002,53.52,52.330002,53.400002,53.400002,36769400,0.5,yes,53.58780006,Yes,50.99570012,No,No,No
2020-07-07,53.279999,54.169998,52.860001,52.93,52.93,32153100,-0.349999,no,53.52280006,Yes,50.98610013,No,No,No
2020-07-08,53.009998,53.470001,52.07,53.43,53.43,35608300,0.420002,yes,53.46160002,Yes,50.97510014,No,No,No
2020-07-09,53.52,57.580002,53.310001,57.259998,57.259998,87216300,3.739998,yes,53.49660002,No,50.99460011,No,No,No
2020-07-10,57.540001,58.150002,55.509998,55.880001,55.880001,59839700,-1.66,no,53.54100004,No,50.98450013,No,No,No
2020-07-13,56.68,58.349998,53.380001,53.59,53.59,57741800,-3.09,no,53.56500006,No,50.93140011,No,No,No
2020-07-14,53.299999,54.860001,52.259998,54.720001,54.720001,54890100,1.420002,yes,53.66180006,No,50.90590012,No,Yes,No
2020-07-15,54.959999,55.369999,53.59,55.34,55.34,42360300,0.380001,yes,53.71740004,No,50.92650013,No,Yes,No
2020-07-16,54.68,55.150002,53.740002,54.919998,54.919998,36887100,0.239998,yes,53.77200002,No,50.98450012,No,Yes,No
2020-07-17,55.310001,55.810001,54.68,55.040001,55.040001,34710400,-0.27,no,53.82960004,No,51.05920013,No,No,No
2020-07-20,55.23,57.529999,54.830002,57.459999,57.459999,45034300,2.229999,yes,53.9398,No,51.1589001,No,No,No
2020-07-21,57.810001,58.5,56.32,57,57,44800700,-0.810001,no,54.01600002,No,51.28880012,No,Yes,No
2020-07-22,57.07,62,56.970001,61.790001,61.790001,135159400,4.720001,yes,54.137,No,51.45190013,No,No,No
2020-07-23,61.630001,62.330002,58.630001,59.57,59.57,106829100,-2.060001,no,54.25320004,No,51.57300014,No,No,No
2020-07-24,64.18,69.940002,64.050003,69.400002,69.400002,205314500,5.220002,yes,54.59760008,No,51.79950016,No,No,No
2020-07-27,69.279999,71.629997,67.790001,68.970001,68.970001,107918100,-0.309998,no,54.88680014,No,51.98810016,No,No,No
2020-07-28,68.099998,69.800003,67.019997,67.610001,67.610001,94181400,-0.489997,no,55.15500014,No,52.18310016,No,Yes,Yes
2020-07-29,75.5,77.190002,73.900002,76.089996,76.089996,132969700,0.589996,yes,55.58500006,No,52.45810012,No,No,No
2020-07-30,75.370003,78.959999,75.07,78.199997,78.199997,80286900,2.829994,yes,56.03959998,No,52.80740009,No,Yes,No
2020-07-31,78.669998,78.959999,75.360001,77.43,77.43,71699700,-1.239998,no,56.4604,No,53.12790008,No,No,No
2020-08-03,78.190002,78.5,77.059998,77.669998,77.669998,42628800,-0.520004,no,56.92079992,No,53.44760005,No,No,No
2020-08-04,78.029999,85.809998,77.989998,85.040001,85.040001,155676100,7.010002,yes,57.51819998,No,53.90790008,No,Yes,No
2020-08-05,84.959999,86.32,83.32,85.309998,85.309998,65737300,0.349999,yes,58.16059996,No,54.32200004,No,No,No
2020-08-06,85.489998,86.980003,84.779999,86.709999,86.709999,53961700,1.220001,yes,58.8399999,No,54.80200004,No,No,No
2020-08-07,86.669998,87.290001,82.669998,84.849998,84.849998,66498000,-1.82,no,59.50219982,No,55.23170001,No,No,No
2020-08-10,85.050003,85.160004,79.32,82.239998,82.239998,70536100,-2.810005,no,60.0709998,No,55.6629,No,No,No
2020-08-11,80.709999,80.709999,76.099998,76.879997,76.879997,77877700,-3.830002,no,60.53599972,No,56.03349997,No,No,No
2020-08-12,78.43,82.879997,77.550003,82.610001,82.610001,88607800,4.180001,yes,61.11739972,No,56.46349997,No,No,No
2020-08-13,82.879997,84.019997,81.540001,81.839996,81.839996,57407400,-1.040001,no,61.69959964,No,56.86549994,No,No,No
2020-08-14,81.809998,83.239998,80.879997,81.300003,81.300003,42389500,-0.509995,no,62.27299968,No,57.21629996,No,No,No
2020-08-17,82.089996,83.059998,81.550003,82.419998,82.419998,31450200,0.330002,yes,62.85939968,No,57.59419993,No,No,No
2020-08-18,82.800003,82.879997,81.029999,81.660004,81.660004,30970500,-1.139999,no,63.43319974,No,57.93579997,No,No,No
2020-08-19,81.779999,81.849998,80.449997,81.089996,81.089996,37507400,-0.690003,no,63.92719968,No,58.28089991,No,No,No
2020-08-20,79.739998,82.839996,79.120003,82.769997,82.769997,42948900,3.029999,yes,64.43379964,No,58.62999987,No,No,No
2020-08-21,83.290001,84.410004,82.230003,83.809998,83.809998,48280300,0.519997,yes,65.05339956,No,59.01329985,No,No,No
2020-08-24,84.550003,85.330002,82.550003,83.080002,83.080002,38036100,-1.470001,no,65.6449996,No,59.40749987,No,No,No
2020-08-25,83.360001,86.620003,82.349998,86.349998,86.349998,49234400,2.989997,yes,66.27839956,No,59.82609983,No,No,No
2020-08-26,86.970001,87.720001,85.199997,86.019997,86.019997,47157300,-0.950004,no,66.90959952,No,60.2603998,No,No,No
2020-08-27,86.349998,86.580002,82.940002,83.800003,83.800003,42194200,-2.549995,no,67.4945996,No,60.62319983,No,No,No
2020-08-28,84.300003,86.040001,84.190002,85.550003,85.550003,40723300,1.25,yes,68.12479964,No,61.00309985,No,No,No
2020-08-31,85.050003,92.639999,85.050003,90.82,90.82,90655900,5.769997,yes,68.85659964,No,61.42339984,No,No,No
2020-09-01,91.919998,92.510002,90.190002,92.18,92.18,56117100,0.260002,yes,69.60499968,No,61.86139983,No,No,No
2020-09-02,94.010002,94.279999,88.739998,90.220001,90.220001,50366900,-3.790001,no,70.32959966,No,62.25419985,No,No,No
2020-09-03,87.839996,88.470001,81.589996,82.540001,82.540001,87462700,-5.299995,no,70.9325997,No,62.53029986,No,No,No
2020-09-04,81.449997,84.389999,76.330002,82.010002,82.010002,82267800,0.560005,yes,71.53419974,No,62.80049986,No,No,No
2020-09-08,78.050003,81.879997,78,78.690002,78.690002,54955700,0.639999,yes,72.10599982,No,63.01789987,No,Yes,No
2020-09-09,81.400002,82.440002,79.279999,81.910004,81.910004,54163900,0.510002,yes,72.73859992,No,63.27099993,No,No,No
2020-09-10,83.07,83.309998,78.379997,78.980003,78.980003,51499400,-4.089997,no,73.26599996,No,63.49109995,No,No,No
2020-09-11,79.82,79.989998,75.040001,76.339996,76.339996,54763000,-3.480004,no,73.74119984,No,63.72529993,No,Yes,No
2020-09-14,76.800003,78.82,76.260002,77.900002,77.900002,47448700,1.099999,yes,74.25239988,No,63.94509997,No,Yes,No
2020-09-15,77.660004,80.330002,75.970001,78.93,78.93,57874400,1.269996,yes,74.76299984,No,64.17539995,No,No,No
2020-09-16,79.349998,79.720001,76.540001,76.660004,76.660004,38393500,-2.689994,no,75.23759992,No,64.38019999,No,No,No
2020-09-17,74.879997,76.629997,74.199997,76.550003,76.550003,55619100,1.670006,yes,75.69999998,No,64.5808,No,No,No
2020-09-18,77,77.400002,73.849998,74.93,74.93,51082900,-2.07,no,76.05340002,Yes,64.77500002,No,No,No
2020-09-21,74.230003,77.980003,73.879997,77.940002,77.940002,61312000,3.709999,yes,76.49460004,No,65.01780004,No,No,No
2020-09-22,78.360001,78.790001,75.269997,77.699997,77.699997,56044700,-0.660004,no,76.97679998,No,65.27090002,No,Yes,No
2020-09-23,77.389999,77.910004,74.339996,74.730003,74.730003,42327500,-2.659996,no,77.37700002,Yes,65.51940004,No,No,No
2020-09-24,74.540001,77.25,73.900002,75.82,75.82,57540900,1.279999,yes,77.78660002,Yes,65.75200003,No,No,No
2020-09-25,76.349998,78.199997,74.669998,78.059998,78.059998,48206200,1.71,yes,78.24940002,Yes,66.01070002,No,No,No
2020-09-28,79.120003,79.57,77.519997,79.480003,79.480003,48005500,0.36,yes,78.73820006,No,66.28390005,No,No,No
2020-09-29,79.300003,82.550003,79.300003,81.769997,81.769997,61568900,2.469994,yes,79.22440002,No,66.58210001,No,No,No
2020-09-30,81.75,82.940002,80.660004,81.989998,81.989998,51479700,0.239998,yes,79.72419998,No,66.8701,No,Yes,No
2020-10-01,83.059998,85.25,82.860001,84.860001,84.860001,52177100,1.800003,yes,80.18559998,No,67.16129999,No,Yes,No
2020-10-02,82.580002,84.650002,81.660004,81.800003,81.800003,52855100,-0.779999,no,80.63020004,No,67.44170004,No,No,No
2020-10-05,82.550003,86.279999,82.550003,86.150002,86.150002,47056500,3.599999,yes,80.96520004,No,67.78140006,No,No,No
2020-10-06,86.209999,87.25,83.540001,84.480003,84.480003,52725400,-1.729996,no,81.27540008,No,68.08110011,No,No,No
2020-10-07,86.099998,87.790001,85.650002,86.690002,86.690002,43045700,0.590004,yes,81.6570001,No,68.40600012,No,No,No
2020-10-08,88.110001,88.720001,85.949997,86.510002,86.510002,54240700,-1.599999,no,81.86540022,No,68.72520014,No,Yes,No
2020-10-09,84.739998,85.75,82.349998,83.099998,83.099998,80354400,-1.64,no,81.96340024,No,69.00150011,No,No,No
2020-10-12,83.650002,85.129997,83.120003,84.290001,84.290001,47669700,0.639999,yes,82.10060026,No,69.28050013,No,No,No
2020-10-13,84.860001,86.089996,83.970001,85.279999,85.279999,42764100,0.419998,yes,82.25280028,No,69.5868001,No,No,No
2020-10-14,85.860001,85.959999,83.459999,84.209999,84.209999,40446700,-1.650002,no,82.23620024,No,69.87720011,No,Yes,No
2020-10-15,83.400002,84.720001,82.419998,83.129997,83.129997,33696400,-0.270005,no,82.19260022,No,70.17660009,No,Yes,No
2020-10-16,83.540001,83.989998,82.410004,83.169998,83.169998,31474300,-0.370003,no,82.1218002,No,70.48090005,No,No,No
2020-10-19,83.620003,84.650002,81.529999,82,82,36689100,-1.620003,no,82.06480024,Yes,70.78350003,No,No,No
2020-10-20,82.160004,82.690002,80.580002,81.559998,81.559998,38219400,-0.600006,no,82.05120024,Yes,71.06110002,No,No,No
2020-10-21,81.720001,81.93,79.190002,79.199997,79.199997,36426400,-2.520004,no,82.09760024,Yes,71.31679998,No,No,No
2020-10-22,79.650002,80.82,78.419998,79.419998,79.419998,38006800,-0.230004,no,82.03380018,Yes,71.57559995,No,No,No
2020-10-23,80.93,81.989998,79.330002,81.959999,81.959999,46557700,1.029999,yes,82.03620024,Yes,71.86789994,No,No,No
2020-10-26,82.550003,84.970001,80.860001,82.230003,82.230003,69423700,-0.32,no,82.05480024,No,72.16389996,No,No,No
2020-10-27,82,82.370003,77.57,78.879997,78.879997,156669500,-3.120003,no,81.98400022,Yes,72.42169995,No,Yes,Yes
2020-10-28,78.730003,78.959999,75.760002,76.400002,76.400002,76529900,-2.330001,no,81.87880018,Yes,72.65599996,No,Yes,No
2020-10-29,76.75,79.18,76.290001,78.019997,78.019997,52784100,1.269997,yes,81.8174002,Yes,72.87229994,No,No,No
2020-10-30,77.089996,77.699997,74.230003,75.290001,75.290001,51349000,-1.799995,no,81.66780028,Yes,73.05079996,No,No,No
2020-11-02,75.849998,76.339996,73.760002,74.699997,74.699997,45760700,-1.150001,no,81.48560026,Yes,73.26949991,No,No,No
2020-11-03,74.93,77.080002,74.599998,76.580002,76.580002,41231800,1.650002,yes,81.35560026,Yes,73.50029993,No,No,No
2020-11-04,80.25,81.849998,78.970001,81.349998,81.349998,66579700,1.099998,yes,81.25560026,No,73.76699991,No,No,No
2020-11-05,83.269997,83.5,81.849998,83,83,46542300,-0.269997,no,81.19520032,No,74.05239992,No,No,No
2020-11-06,83.519997,86.089996,82.669998,85.879997,85.879997,53829900,2.36,yes,81.2368002,No,74.3656999,No,No,No
2020-11-09,84.239998,87.050003,82.769997,83.120003,83.120003,58580700,-1.119995,no,81.1882002,No,74.65649992,No,No,No
2020-11-10,81.93,82.129997,77.629997,77.989998,77.989998,67137200,-3.940002,no,80.93160016,Yes,74.8940999,No,Yes,No
2020-11-11,79.389999,81.470001,78.970001,81.279999,81.279999,44611300,1.89,yes,80.71360014,No,75.15929991,No,No,No
2020-11-12,81.32,83,80.300003,81.839996,81.839996,37242600,0.519996,yes,80.54600004,No,75.43779985,No,No,No
2020-11-13,82.730003,83.110001,80.699997,81.43,81.43,30423200,-1.300003,no,80.52380002,No,75.72819986,No,No,No
2020-11-16,81.209999,83.779999,80.480003,83.730003,83.730003,38640800,2.520004,yes,80.55820004,No,76.04619989,No,Yes,No
2020-11-17,83.93,84.809998,82.910004,83.360001,83.360001,29473500,-0.569999,no,80.65160002,No,76.37879992,No,No,No
2020-11-18,83.010002,83.959999,82.220001,82.540001,82.540001,29968000,-0.470001,no,80.66419996,No,76.70139994,No,No,No
2020-11-19,82.389999,85.639999,81.720001,85.540001,85.540001,50116800,3.150002,yes,80.79539992,No,77.03069994,No,No,No
2020-11-20,85.279999,86.099998,84.470001,84.639999,84.639999,34974800,-0.64,no,80.96139998,No,77.35129991,No,No,No
2020-11-23,85.519997,87.540001,84.620003,85.309998,85.309998,46505000,-0.209999,no,81.1095999,No,77.68099989,No,No,No
2020-11-24,85.720001,86.110001,83.32,85.07,85.07,36839200,-0.650001,no,81.2323999,No,77.99769987,No,No,No
2020-11-25,85.760002,87.839996,85.519997,86.709999,86.709999,41349700,0.949997,yes,81.4333998,No,78.33549986,No,No,No
2020-11-27,87.989998,88,86.360001,87.190002,87.190002,22717600,-0.799996,no,81.64619978,No,78.67309988,No,No,No
2020-11-30,87.330002,92.739998,86.529999,92.660004,92.660004,84483000,5.330002,yes,82.00079986,No,79.02709994,No,No,No